Store ID,Scenario,Product,Product_Name,ProductID,Entity Found,Submit Status,MissingChannels
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Go Bucket® Popcorn Chicken®,32916,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Go Bucket® 3 Nuggets,32917,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,1 Piece of Chicken,32922,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,6 Pieces of Chicken,32923,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,21 Pieces of Chicken,32924,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Wicked Wings®,32925,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,6 Wicked Wings®,32926,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,10 Wicked Wings®,32927,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Fillet Piece,32928,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Fillet Piece,32929,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Pieces Hot & Crispy™,32930,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"6 Pieces Hot & Crispy™ ",32931,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Original Tenders™,32932,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,5 Original Tenders™,32933,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,6 Nuggets,32934,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,10 Nuggets,32935,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Popcorn Chicken®,32936,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Maxi Popcorn Chicken®,32937,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Snack Popcorn Chicken®,32938,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Double Tender™ Burger Combo,32939,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger Stacker® Burger Combo,32940,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Burger Combo,32941,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Crunch Burger™ Combo ",32942,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Bacon & Cheese Burger Combo,32943,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy BBQ Bacon Stacker® Burger Combo,32944,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Bacon & Cheese Burger Combo,32945,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crunch Twister® Combo,32946,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Crunch Twister® Combo ",32947,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Crunch Bowl Combo,32948,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Tenders™ Crunch Bowl Combo,32949,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Kids Meal with BBQ Slider,32950,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Kids Meal with Nuggets,32951,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Kids Meal with Snack Popcorn Chicken®,32952,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Popcorn Chicken® Combo,32954,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Maxi Popcorn Chicken® Combo,32955,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,6 Wicked Wings® Combo,32956,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Snack Popcorn Chicken® Combo,32957,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,10 Wicked Wings® Combo,32958,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Wicked Wings® Combo,32959,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"3 Pieces Combo Hot & Crispy™ ",32960,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"6 Pieces Combo Hot & Crispy™ ",32961,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,6 Nugget Combo,32962,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,10 Nugget Combo,32963,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Original Tenders™ Combo,32964,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,5 Original Tenders™ Combo,32965,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Burger Box Hot & Crispy™,32966,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Burger Box Hot & Crispy™,33017,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger Stacker® Burger Box Hot & Crispy™ ",32967,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger Stacker® Burger Box Hot & Crispy™ ",33018,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Crunch Burger™ Box Hot & Crispy™ ",32968,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Crunch Burger™ Box Hot & Crispy™ ",33019,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crunch Twister® Box,32969,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crunch Twister® Box,33020,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Crunch Twister® Box,32970,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Zinger® Crunch Twister® Box,33021,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Burger Box,32971,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Burger Box,33011,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Bacon & Cheese Burger Box,32972,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy Bacon & Cheese Burger Box,33012,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy BBQ Bacon Stacker® Burger Box,32973,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Crispy BBQ Bacon Stacker® Burger Box,33013,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Bacon & Cheese Burger Box Hot & Crispy™ ",32974,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,"Zinger® Bacon & Cheese Burger Box Hot & Crispy™ ",33022,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Piece Box,32975,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Piece Box,33014,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Tenders™ Box,32976,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Original Tenders™ Box,33015,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Favourites Box,32977,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Favourites Box,33016,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Family Feast,32978,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Burger Feast,32981,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Burger Feast,33210,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Value Feast,32982,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Value Feast,33009,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,21 Pieces of Chicken - SA/WA,33001,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Giant Feast,33104,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,NEW Mega Chicken Box,33105,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,NEW Mega Chicken Box,33212,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,NEW Mega Burger Feast,33206,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Giant Feast - SA/WA,33208,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Pieces of Chicken,33214,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,3 Piece Combo,33215,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Go Bucket® Hot & Crispy™,33216,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,4 Dipping Sauces,33218,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Bottled Water,33219,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Sparkling Water,33220,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Apple Juice,33221,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Lipton Peach Ice Tea,33222,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Spicy Mango Lemonade~,33223,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Sparkling Raspberry Lemonade~,33224,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Iced Latte,33225,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Watermelon Boba Refresher~,33226,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Cherry Boba Refresher~,33227,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Caramel Krunch Shake,33228,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Chocolate Krunch Shake,33229,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Coconut Mango Krunch Shake,33230,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Iced Mocha Koffee Krunch,33231,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Iced Caramel Koffee Krunch,33232,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Tomato Dip,43810,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Pepsi^,43811,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Pepsi^,43849,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,BBQ Dip,43819,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Supercharged Dip,43820,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Sweet Chilli Dip,43821,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Sweet & Sour Dip,43822,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Aioli Dip,43823,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,LargePepsi^,43827,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,LargePepsi^,43850,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,1.25L Pepsi^,43828,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Pepsi Max^,43829,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Large Pepsi Max^,43830,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Large Pepsi Max^,43848,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,1.25L Pepsi Max^,43831,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular 7Up,43832,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Large 7Up,43833,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,1.25L 7Up,43834,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Mountain Dew,43835,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Regular Mountain Dew,43851,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Large Mountain Dew,43836,YES,Success Lookup Found: YES,
"KFC St Clair, KFC Modbury, KFC Minchinbury, KFC Plumpton, KFC 401 Swanston Street",Delivery 4,NEW Items,Large Mountain Dew,43852,YES,Success Lookup Found: YES,
